original_file_id,press_release_conclusion,press_release_strength,abstract_conclusion,abstract_strength,exaggeration_label
25-050,"Being a short man or an overweight woman is associated with lower chances in life in areas such as education, occupation, and income, concludes a study published by The BMJ today.",1,"These data support evidence that height and BMI play an important partial role in determining several aspects of a person's socioeconomic status, especially women's BMI for income and deprivation and men's height for education, income, and job class.",3,downplays
25-122,Smoking linked to shorter survival after motor neurone disease diagnosis,1,"This study has demonstrated in a large population-based cohort of patients with ALS that cigarette smoking is an independent negative prognostic factor for survival, with a dose–response gradient.",1,same
06-11-023-1,Men develop diabetes at lower BMIs than women,1,Men are diagnosed with type 2 diabetes at lower BMI than women across the age range.,1,same
08-11-019-1,"Researchers at King’s College London have used cells found naturally in the body, to re-educate the immune system to prevent rejection of an organ transplant while remaining capable of fighting infections and cancer.",3,"In a humanized mouse model of alloimmune-mediated injury of human skin grafts, alloantigen-specific Tregs resulted in a significant reduction in clinically relevant indicators of dermal tissue injury when compared with polyclonal Tregs, restoring a histology comparable to healthy skin.",3,same
08-11-016-1,"Scientists at King’s College London have for the first time uncovered a gene responsible for Adams-Oliver Syndrome (AOS), a condition which can cause birth defects of the heart, limbs or blood vessels.",3,Constitutively active ARHGAP31 mutations result in a loss of available active Cdc42 and consequently disrupt actin cytoskeletal structures.,3,same
25-179,"Parenthood is associated with a longer life than childlessness, particularly in older age, when health and capacity may start to decline, finds research published online in the Journal of Epidemiology & Community Health.",1,"Having children is associated with increased longevity, particularly in an absolute sense in old age.",1,same
29-004,"Once-weekly glucagon-like peptide-1 receptor agonists (GLP-1RAs) differ in their efficacy and safety profiles, according to new research by the University of Leicester.",1,"Compared with other once-weekly GLP-1RAs, dulaglutide, 1.5 mg; once-weekly exenatide; and taspoglutide, 20 mg, showed a greater reduction of HbA1c, fasting plasma glucose, and body weight.",1,same
01-11-006-1,A new study conducted by researchers at the University of Birmingham has identified a 21 day treatment threshold to facilitate renal recovery and significantly improve survival rates of myeloma or Kahler’s disease; a cancer of the bone marrow.,3,"In conclusion, recovery of renal function in myeloma kidney depends on early reduction of serum FLCs, and this recovery associates with a significant survival advantage.",3,same
25-093,"Littered cigarette butts may be an important source of metal contaminants leaching into the marine environment and potentially entering the food chain, suggests research published online in the journal Tobacco Control.",2,"Considering the estimated number of cigarette butts littered annually, the results of this study indicated that considerable metals including Cd, Fe, As, Ni, Cu, Zn and Mn may enter the marine environment each year from cigarette litter alone.",2,same
09-11-011-1,"Fair-skinned people who burn quickly in the sun may need to take supplements to ensure they get the right amount of vitamin D, according to a new study.",2,"Sun exposure was associated with increased vitamin D levels, but levels more than 60 nmol/L were reached on average only in individuals reporting lengthy exposure (≥12 h/weekend).",1,exaggerates
25-124,"The prevalence of smoking in China has fallen among women, but remains stubbornly high among men, reveals research published online in the Journal of Epidemiology & Community Health.",0,"The prevalence of smoking remained extremely high in men, but low and falling in Chinese women.",0,same
04-005,"‘Friendly bacteria’ can play a role in helping to prevent high blood cholesterol levels, and support current treatment programmes for heart disease. This is the finding of a collaborative study between the University and probiotic manufacturer, Cultech Ltd.",2,This in vitro study identified L. plantarum CUL66 as a cholesterol lowering bacteria by highlighting its ability to beneficially regulate multiple in vitro events associated with intestinal cholesterol metabolism and provides evidence of efficacy for its inclusion in future in vivo studies.,3,downplays
25-161,"More research to improve reliability is urgently needed, say experts Healthcare professionals have high variation in judgement when assessing the same claimant for disability benefits, finds a review published by The BMJ today.",0,"Despite their common use and far reaching consequences for workers claiming disabling injury or illness, research on the reliability of medical evaluations of disability for work is limited and indicates high variation in judgments among assessing professionals.",0,same
03-11-003-1,Clues about how the human gut helps regulate our appetite have come from a most unusual source – fruit fly faeces.,3,"We then identify a key homeostatic role for autonomic neurons and hormones, including a brain-gut circuit of insulin-producing neurons modulating appetite, a vasopressin-like system essential for fluid homeostasis, and enteric neurons mediating sex peptide-induced changes in intestinal physiology.",3,same
09-11-017-1,"A magnetic resonance imaging (MRI) scan for coronary heart disease is better than the most commonly-used alternative, a major UK trial of heart disease patients has shown.",1,"The sensitivity and negative predictive value of CMR and SPECT differed significantly (p Interpretation CE-MARC is the largest, prospective, real world evaluation of CMR and has established CMR's high diagnostic accuracy in coronary heart disease and CMR's superiority over SPECT.",1,same
04-020,"Listeners in a noisy situation benefit from facing slightly away from the person they are listening to, turning one ear towards the speech, concludes a study by Cardiff University, funded by UK charity Action on Hearing Loss (RNID).",3,Exploiting the benefit of head orientation is thus a robust hearing tactic that would benefit both NH listeners and CI users in noisy listening conditions.,3,same
26-033,"Pets can help people manage their long-term mental health conditions, according to research published in the open access journal BMC Psychiatry.",2,This study aimed to explore the role of pets in the support and management activities in the personal networks of people with long-term mental health problems.,0,exaggerates
25-170,"Severe gum disease, known as periodontitis, may be an early sign of type 2 diabetes, reveals research published in the online journal BMJ Open Diabetes Research & Care.",2,"The dental office, with particular focus on patients with severe periodontitis, proved to be a suitable location for screening for (pre)diabetes; a considerable number of suspected new diabetes cases were identified.",2,same
18-11-011-1,Researchers found that of the 235 women surveyed 27 per cent had shortness of breath and 26 per cent experienced nausea – both symptoms which can be managed with medication.,1,"Despite improvements in treatment and survival of women with metastatic breast cancer, this group reports high symptom burden and dissatisfaction with elements of their care, indicating that alternative models of service delivery should be explored.",1,same
25-084,Laws limiting alcohol sales may have measurable public health effects,2,"Greater access to alcohol was associated with more atrial fibrillation and less myocardial infarction and congestive heart failure, although an increased risk of congestive heart failure was seen shortly after alcohol sales were liberalized.",3,downplays
33-009,RP Genome Project research discovers 6 faults in the REEP6 gene that affect families in the UK and USA,3,"Human 3D organoid optic cups were used to investigate REEP6 expression and confirmed the expression of a retina-specific isoform REEP6.1, which is specifically affected by one of the frameshift mutations.",3,same
26-006,"The work, published in the open access journal Genome Medicine, examined variations in composition and function of the gut microbiota in relation to existing clinical T2D indicators like Body Mass Index (BMI) or Fasting Blood Sugar (FBS, the amount of glucose found in the blood after an overnight fast). The researchers showed that changes in the gut microbiota that can be observed in clinical T2D are already present at sub-clinical and pre-onset stages of the condition. The ability to detect changes like this before T2D symptoms develop might be useful for early diagnosis and intervention, thus providing a new way to potentially reduce the time between detection of T2D and onset and thus mitigate the effects of the disease.",1,"We found changes both in composition and in function of the sub-clinical gut microbiome, including a decrease in Akkermansia muciniphila suggesting a role prior to the onset of disease, and functional changes reflecting a response to oxidative stress comparable to that previously observed in chronic T2D and inflammatory bowel diseases.",3,downplays
08-11-025-1,'Sensitivity gene' predicts CBT benefit for children,1,Children with the short-short genotype were significantly more likely to respond to CBT than those carrying a long allele.,1,same
20-11-013-1,Children taught to read at seven still learn at same pace as a four year old,0,"The younger children showed similar, and in some cases, better progress in literacy than the older children; this was attributed to more consistent and high-quality synthetic phonics instruction as is administered in standard schools.",1,downplays
03-11-022-1,Siblings of people with autism show a similar pattern of brain activity to that seen in people with autism when looking at emotional facial expressions.,1,The response in unaffected siblings did not differ significantly from the response in autism.,0,exaggerates
26-011,Gender-specific differences between the levels and structures of proteins present in the white matter and the mitochondria of the brains of men and women suffering from dementia have been revealed for the first time in a study published in the open access journal Molecular Brain.,1,Our study demonstrates that gender-linked modulation of white matter and mitochondria proteomes influences neuropathology of the temporal lobe in AD + CVD.,3,downplays
29-035,University of Leicester research team leads new study strengthening therapeutic potential for dietary interventions,2,"We conclude that enhancing the availability of NAD + by either the use of a diet supplemented with NAD + precursors or the inhibition of NAD + -dependent enzymes, such as PARPs, which compete with mitochondria for NAD + , is a viable approach to preventing neurotoxicity associated with mitochondrial defects.",3,downplays
25-196,"People who use commonly prescribed non-steroidal anti-inflammatory drugs (NSAIDs) to treat pain and inflammation could be raising their risk of having a heart attack, as early as in the first week of use and especially within the first month of taking high doses of such medication, suggests a study in The BMJ this week.",2,"All NSAIDs, including naproxen, were found to be associated with an increased risk of acute myocardial infarction.",1,exaggerates
04-026,"The number of people in the UK with type 2 diabetes has trebled over the last two decades, concludes a study led by Cardiff University.",1,The prevalence of diagnosed Type 2 diabetes trebled in the UK between 1991 and 2013.,1,same
02-11-018-1,"A short burst of vigorous physical activity like running and jogging is important for building bones in children, whereas more gentle exercise like walking, even for a longer period, has little effect.",3,"Vigorous day-to-day PA is associated with indices of BMC(C) and geometry in adolescents, whereas light or moderate PA has no detectable association.",1,exaggerates
04-015,"Using information collected in a liver biopsy study, researchers at Cardiff University have developed a method of determining the onset of non-alcoholic steatohepatitis (NASH) through the analysis of lipids, metabolites and clinical markers in blood.",3,"A score based on MS (glutamate, isoleucine, glycine, lysophosphatidylcholine 16:0, phosphoethanolamine 40:6) and knowledge of AST, fasting insulin, and PNPLA3 genotype is significantly better than a score based on clinical or metabolic profiles alone in determining the risk of NASH.",1,exaggerates
18-11-006-1,A new study reveals that the progressive loss of lung function in asthma sufferers could be entirely independent of the effects of inflammation.,0,Bronchoconstriction without additional inflammation induces airway remodeling in patients with asthma.,3,downplays
16-11-003-1,"Scientists from the School of Pharmacy at Queen’s University Belfast and Almac Discovery Ltd have developed a new treatment for cancer which rather than attacking tumours directly, prevents the growth of new blood vessels in tumours, starving them of oxygen and nutrients, thereby preventing their growth.",3,FKBPL and its peptide derivative AD-01 have potent antiangiogenic activity.,3,same
25-155,"Surgical patients with a history of migraines have a greater risk of stroke and readmission to hospital, finds a study published by The BMJ today.",1,"Patients with migraine were at increased risk of perioperative ischemic stroke (adjusted odds ratio 1.75, 95% confidence interval 1.39 to 2.21) compared with patients without migraine.",1,same
29-041,Medical Research Council-funded University of Leicester study shows folinic acid can protect neurons in fruit flies,2,We show that an FiA-enriched diet begun at early to middle stages of adulthood prevents the degeneration of dopaminergic neurons observed in pink1 mutants.,3,downplays
22-027,"Antibiotics can still kill drug-resistant bacteria if they 'push' hard enough into bacterial cells, finds new UCL-led research funded by the Engineering and Physical Sciences Research Council.",2,"We examined the surface forces generated by four antibiotics; vancomycin, ristomycin, chloroeremomycin and oritavancin against drug-susceptible and drug-resistant targets on a cantilever and demonstrated significant differences in mechanical response when drug-resistant targets are challenged with different antibiotics although no significant differences were observed when using susceptible targets.",1,exaggerates
02-11-014-1,New research could help in the treatment of kidney disease,2,An HLA-DQA1 allele on chromosome 6p21 is most closely associated with idiopathic membranous nephropathy in persons of white ancestry,1,exaggerates
25-021,The UK’s failure to fortify flour with folic acid has caused around 2000 avoidable cases of,3,"Failure to implement folic acid fortification in the UK has caused, and continues to cause, avoidable terminations of pregnancy, stillbirths, neonatal deaths and permanent serious disability in surviving children.",3,same
14-11-015-1,"Group therapy helps MS sufferers cope with depression, study finds",3,Patients receiving treatment were less distressed and had less depression and anxiety.,1,exaggerates
26-022,Mom's high-fat diet may have a lasting impact on baby's gut,2,"Similar to the primate, independent of maternal body mass index, a maternal high-fat diet is associated with distinct changes in the neonatal gut microbiome at birth which persist through 4–6 weeks of age.",1,exaggerates
22-025,"Women with dementia have fewer visits to the GP, receive less health monitoring and take more potentially harmful medication than men with dementia, new UCL research reveals.",1,"People with dementia, in particular women, appear to receive less primary healthcare, but take more psychotropic medication that may negatively impact their physical health.",1,same
22-022,All three are early life factors which can be modified and the research highlights the possibility that prompt intervention could have an impact in curbing the growth in childhood overweight and obesity.,2,"Several potentially modifiable early life factors including smoking in pregnancy, skipping breakfast, and bedtime routines were important predictors of BMI development in the overweight and obese range, and high BMI growth was linked to worse psychosocial well-being.",1,exaggerates
02-11-027-1,"Researchers are one step closer to understanding how an individual’s genetic make-up predisposes them to Ankylosing Spondylitis (AS), a common auto-immune arthritis which causes pain and stiffness of the spine, and in serious cases, progressive fusion of the vertebrae and other affected joints.",1,"Here we report the identification of three variants in the RUNX3, LTBR-TNFRSF1A and IL12B regions convincingly associated with ankylosing spondylitis (P -8 in the combined discovery and replication datasets) and a further four loci at PTGER4, TBKBP1, ANTXR2 and CARD9 that show strong association across all our datasets (P -6 overall, with support in each of the three datasets studied).",1,same
25-171,A study published by The BMJ today finds no increased risks to newborn babies if their mothers have taken drugs to prevent or treat influenza during pregnancy.,0,This large multinational register study found no increased risks of adverse neonatal outcomes or congenital malformations associated with exposure to neuraminidase inhibitors during embryo-fetal life.,0,same
25-164,"Teen vaping acts as a ""one way bridge"" to future smoking among those who have never smoked before, and may not stop those who have smoked before from returning to it, concludes a small US study, published online in the journal Tobacco Control.",1,"Vaping as a risk factor for future smoking is a strong, scientifically-based rationale for restricting youth access to e-cigarettes.",1,same
29-029,"The first new asthma pill for nearly 20 years has the power to significantly reduce the severity of the condition, a study led by the University of Leicester has found.",3,Interpretation Fevipiprant reduces eosinophilic airway inflammation and is well tolerated in patients with persistent moderate-to-severe asthma and raised sputum eosinophil counts despite inhaled corticosteroid treatment.,3,same
25-157,"The antiretroviral drugs used to treat HIV infection might inadvertently be boosting gay/bisexual men's susceptibility to the bacteria responsible for syphilis, Treponema pallidum, conclude researchers in the journal Sexually Transmitted Infections.",2,HAART agents have the potential to alter the innate and acquired immune responses in ways that may enhance susceptibility to T. pallidum .,2,same
26-009,"To address this problem and to investigate the current understanding of chikungunya-dengue co-distribution, the study, led by researchers from the London School of Hygiene & Tropical Medicine, created global maps that represent the geographical spread of both viruses, identifying their current geographical limits, as well as countries at risk of future infection.",0,"Maps generated from the newly compiled lists of the geographic distribution of both pathogens and vectors represent the current geographical limits of chikungunya and dengue, as well as the countries/territories at risk of future incursion by both viruses.",0,same
26-012,"About half of obese individuals in a working population in Spain are metabolically healthy - they are obese but do not present metabolic abnormalities like disturbed insulin signaling or inflammation, according to a study published in the open access journal BMC Public Health.",0,The prevalence of individuals with a MHO phenotype in the working population is high.,0,same
25-088,"A period of controversy over the risks and benefits of statins, covered widely in the UK media, was followed by a temporary increase in the number of people stopping their statin treatment, finds a study in The BMJ today.",1,"A period of intense public discussion over the risks: benefit balance of statins, covered widely in the media, was followed by a transient rise in the proportion of people who stopped taking statins.",1,same
06-11-013-1,"Diseases of the immune system such as multiple sclerosis, rheumatoid arthritis and psoriasis could be treated by a gas produced naturally by the body, scientists at the University have found.",2,NO may therefore represent an important endogenous regulator to prevent overexpansion of Th17 cells and control of autoimmune diseases caused by environmental pollutants.,2,same
01-11-008-1,"Psychologists at the University of Birmingham have discovered that focussing on eating lunch and paying great attention to the food can reduce snacking in the afternoon, according to research published in the journal Appetite.",2,These results suggest that enhancing meal memory by paying attention to food while eating can reduce later intake and are consistent with the suggestion that memory plays an important role in appetite control.,2,same
04-028,"Older people newly prescribed sleeping pills like benzodiazepines and ‘Z-drugs’ have over double the odds of a hip fracture in the first two weeks compared with non-users, according to a new study by researchers at Cardiff University and King’s College London.",1,"There is strong evidence that both BNZ and Z-drugs are associated with an increased risk of hip fracture in the older person, and there is little difference between their respective risks.",1,same
08-11-008-1,"Eight genes which control levels of the main steroid produced by the adrenal gland, believed to play a role in ageing and longevity, have been uncovered by an international consortium of scientists, co-led by King’s College London.",3,"Several SNPs were associated with changes in gene expression levels, and the related genes are connected to biological pathways linking DHEAS with ageing.",1,exaggerates
25-106,"A study published by The BMJ today provides more details of an association between Zika virus infection in the womb and a condition known as arthrogryposis, which causes joint deformities at birth, particularly in the arms and legs.",1,"The arthrogryposis was unrelated to the abnormalities of the joints themselves, but was possibly of neurogenic origin, with chronic involvement of central and peripheral motor neurones leading to deformities as a result of fixed postures in utero.",3,downplays
29-037,"In a paper published in the journal Cell Death and Differentiation, the team discovered that a gene called ATF4 plays a key role in Parkinson’s disease, acting as a ‘switch’ for genes that control mitochondrial metabolism for neuron health.",3,Our findings show a central contribution of ATF4 signalling to PD that may represent a new therapeutic strategy.,3,same
10-11-008-1,Household smoke increases severity of bronchiolitis in babies,3,Low admission weight and householder tobacco smoking increased the risk of severe bronchiolitis in infants admitted to hospital.,3,same
04-029,"Community-led regeneration in deprived neighbourhoods can improve the mental health of residents, concludes research by Cardiff University.",2,These results show the targeted regeneration of deprived neighborhoods can improve mental health.,2,same
29-023,Researchers at the University of Leicester have solved the three-dimensional structure of a gene repression complex that is known to play a role in cancer,0,"An EM structure, supported by SAXS and crosslinking, reveals the architecture of the dimeric HDAC1:MTA1:RBBP4 assembly which forms the core of the NuRD complex.",0,same
25-098,"Children under the age of 6 are four times as likely to end up in hospital after contact with laundry pod detergent as children exposed to other types of detergent, finds research published online in the journal Injury Prevention.",1,"A greater effort should be made to appropriately educate the public about the dangers of laundry detergents, specifically pods, so a safe home environment can be established.",0,exaggerates
25-019,New study finds a link between frequent tests and overtreatment of the condition,1,"Compared with guideline recommended testing, excessive testing was associated with treatment intensification (odds ratio 1.35 (95% confidence interval 1.22 to 1.50)).",1,same
25-151,"A commercial brand of mouthwash that is readily available from supermarkets and pharmacies can help curb the growth of the bacteria responsible for gonorrhoea, reveals preliminary research published online in the journal Sexually Transmitted Infections.",2,"This data suggest Listerine, significantly reduces the amount of N. gonorrhoeae on the pharyngeal surface.",3,downplays
25-083,Even small increases in consumption could bring substantial health benefits,2,"This meta-analysis provides further evidence that whole grain intake is associated with a reduced risk of coronary heart disease, cardiovascular disease, and total cancer, and mortality from all causes, respiratory diseases, infectious diseases, diabetes, and all non-cardiovascular, non-cancer causes.",1,exaggerates
20-11-003-1,An experiment by researchers at the University of Warwick has found the first real evidence that men tend to make black-or-white judgements when women are more prone to see shades of grey in choices and decisions.,1,Men and women appear to categorize the same common objects in systematically different ways.,1,same
25-200,Regular chocolate consumption may be linked to lower risk of heart flutter,1,"Accumulating evidence indicates that moderate chocolate intake may be inversely associated with AF risk, although residual confounding cannot be ruled out.",1,same
01-11-003-1,However there was a concerning lack of understanding of the need for an ambulance for two scenarios; an older person slurring but not having drunk alcohol (stroke); and a four year-old with a high temperature and a stiff neck (meningitis).,1,"The majority would call for an ambulance appropriately when a real emergency occurred, and most inappropriate classification occurs when an ambulance is not required.",1,same
03-11-039-1,Unconscious learning could be the secret to speeding up learning a second language.,2,"It is concluded that grammatical form-meaning connections may be learned implicitly, but learning is constrained by the nature of the meaning involved.",2,same
26-026,"Higher BMI in mothers before pregnancy is associated with shorter telomere length - a biomarker for biological age - in newborns, according to a study published in the open access journal BMC Medicine that involved 743 mothers and their babies. The study by researchers at Hasselt University, Belgium is the first to report a strong association between mothers' BMI and telomere length in newborns.",1,Maternal pre-pregnancy BMI is associated with shorter newborn telomere lengths as reflected by cord blood and placental telomeres.,1,same
29-032,International team led by University of Leicester designed a new method to find RNA structures linked to cancer,0,"We developed a new strategy, footprinting of long 7-deazaguanine-substituted RNAs (FOLDeR), that allows the formation of G4s to be confirmed in long RNAs and under functional conditions.",0,same
25-114,"Women who drink 14 or more servings of alcohol a week are slightly more likely to have reduced fertility, suggests a study published by The BMJ today.",1,Consumption of less than 14 servings of alcohol per week seemed to have no discernible effect on fertility.,0,exaggerates
25-186,"Current use of knee replacement surgery for patients with osteoarthritis may have minimal effects on quality of life and is economically unattractive, concludes a study from the United States in The BMJ today.",2,Current practice of total knee replacement as performed in a recent US cohort of patients with knee osteoarthritis had minimal effects on quality of life and QALYs at the group level.,3,downplays
05-11-029-1,A new malaria vaccine has been created to target different forms of the disease and help those most at risk.,3,"MSP-1 hybrid is immunogenic in experimental animals using adjuvants suitable for human use, eliciting antibodies against epitopes from all three Block 2 serotypes.",3,same
06-11-015-1,"Obesity is an important contributor to premature death in women who have never smoked, especially among women in low income groups, according to research published on BMJ.com.",3,"Women who had never smoked and were not obese had the lowest mortality rates, regardless of their social position.",1,exaggerates
03-11-033-1,"A structural variation in a part of the brain may explain why some people are better than others at distinguishing real events from those they might have imagined or been told about, researchers have found.",2,The findings provide evidence that individual differences in introspective abilities like reality monitoring may be associated with specific structural variability in the PFC.,1,exaggerates
07-11-007-1,Major trial suggests common treatments for treating children with HIV equally effective,0,Good long-term outcomes were achieved with all treatments strategies.,0,same
04-016,A Cardiff University study has found that children using screen-based media devices at bedtime have over double the risk of inadequate sleep duration compared to children without access to such a device.,1,"Bedtime access to and use of a media device were significantly associated with the following: inadequate sleep quantity, poor sleep quality, and excessive daytime sleepiness.",1,same
12-11-012-1,"University of Manchester researchers, working with colleagues in Canada, have discovered how the antiviral drug lopinavir attacks HPV by switching on a natural viral defence system in infected cells.",3,These data are consistent with the toxicity of lopinavir against HPV-positive cervical carcinoma cells being related to its ability to block viral proteasome activation and induce an up-regulation of the antiviral protein RNASEL.,3,same
05-11-013-1,University scientists have shown that ‘particle traps’ dramatically reduce the negative effects of diesel fumes on the heart and circulation and might reduce heart attack risk.,3,"With a range of surrogate measures, the use of a particle trap prevents several adverse cardiovascular effects of exhaust inhalation in men.",3,same
22-029,"People who suffer long-term stress may also be more prone to obesity, according to research by scientists at UCL which involved examining hair samples for levels of cortisol, a hormone which regulates the body’s response to stress.",1,"Chronic exposure to elevated cortisol concentrations, assessed in hair, is associated with markers of adiposity and with the persistence of obesity over time.",1,same
04-012,Low birthweight linked to higher death rates from infancy through adolescence,1,"LBW is associated with infant and later child and adolescent mortality, with perinatal factors and congenital malformations explaining many of the deaths.",1,same
25-086,Fertility treatment boosts twin births and thought to be linked to higher abnormality rate,1,Birth defect risk in twins may be differential by use of fertility treatment.,1,same
13-11-010-1,Diet reverses Type 2 Diabetes,3,The abnormalities underlying type 2 diabetes are reversible by reducing dietary energy intake.,3,same
19-11-008-1,"Players of the game rock paper scissors subconsciously copy each other’s hand shapes, significantly increasing the chance of the game ending in a draw, according to new research.",3,"Specifically, the execution of either a rock or scissors gesture by the blind player was predictive of an imitative response by the sighted player.",1,exaggerates
12-11-023-1,New gene linked to familial motor neuron disease and common form of dementia,1,"This repeat expansion segregates perfectly with disease in the Finnish population, underlying 46.0% of familial ALS and 21.1% of sporadic ALS in that population.",3,downplays
25-193,"Exposure to various common childhood adversities - such as parental psychiatric disorder, parental substance abuse or a death in the family - is associated with a substantially increased risk of suicide in adolescence and young adulthood, finds a study published by The BMJ today.",1,"Childhood adversity is a risk factor for suicide in adolescence and young adulthood, particularly accumulated adversity.",1,same
22-009,"An immersive virtual reality therapy could help people with depression to be less critical and more compassionate towards themselves, reducing depressive symptoms, finds a new study from UCL and ICREA-University of Barcelona.",2,The results indicate that interventions using immersive virtual reality may have considerable clinical potential and that further development of these methods preparatory to a controlled trial is now warranted.,2,same
02-11-037-1,"New research, led by psychologists at the University of Bristol, has found that children who are familiar with a snack food will expect it to be more filling.",3,Our findings highlight the role of learning in shaping children’s beliefs about the postingestive effects of the consumption of foods; children who ate the foods more often expected them to deliver greater satiation.,3,same
06-11-004-1,"What our eyes can’t see, the brain fills in",3,We show further that the activity patterns in these regions are significantly related to those observed with feed-forward stimulation and that these effects are driven primarily by V1.,1,exaggerates
05-11-007-1,"Lowering cholesterol could help the body’s immune system fight viral infections, researchers have found.",2,These findings bring a new link between sterol metabolism and interferon antiviral response and support the idea of using host metabolic modifiers of innate immunity as a potential antiviral strategy.,1,exaggerates
12-11-008-1,Mobile phone use not related to increased brain cancer risk,0,The increased use of mobile phones between 1985 and 2003 has not led to a noticeable change in the incidence of brain cancer in England between 1998 and 2007.,0,same
18-11-005-1,"During pregnancy, a mother’s diet can alter the function of her child’s DNA",2,"Higher methylation of RXRA chr9:136355885+, but not of eNOS chr7:150315553+, was associated with lower maternal carbohydrate intake in early pregnancy, previously linked with higher neonatal adiposity in this population.",1,exaggerates
26-010,"Large areas of medically important genes fall within troublesome regions of the human genome, where it is currently difficult to obtain accurate sequence information, according to research published in the open access journal Genome Medicine. On average, one fifth of each of these medically important genes is challenging for today’s gene sequencing methods to decipher, and the information in these gene regions may be key to a patient’s diagnosis or treatment plan.",0,"We observe that the accuracy of a variant call depends on the genomic region, variant type, and read depth, and varies by analytical pipeline.",3,downplays
25-115,"Patients with cancer have heightened risks of unintentional and intentional injuries during the diagnostic process, reveal findings from a large study published by The BMJ today.",1,Patients with cancer have highly increased risks of both iatrogenic and non-iatrogenic injuries requiring inpatient care shortly before and after their diagnosis.,1,same
15-11-001-1,"An Oxford University study suggests that people living in countries with ‘free market’ regimes are more likely to become obese due to the stress of being exposed to economic insecurity. The researchers believe that the stress of living in a competitive social system without a strong welfare state could be causing people to overeat. According to the study published in the latest issue of the journal Economics and Human Biology, Americans and Britons are much more likely to be obese than Norwegians and Swedes.",2,"Economic insecurity, measured in several different ways, was almost twice as powerful, while the impact of inequality was weak, and went in the opposite direction.",1,exaggerates
05-11-017-1,University researchers have found that our brain can use other senses - such as touch - to help us understand spatial awareness.,2,"Taken together, these findings establish the PPA/RSC network as critical in modality-independent spatial computations and provide important evidence for a theory of high-level abstract spatial information processing in the human brain.",3,downplays
26-030,"The urine of pregnant women could be used to help identify lifestyle interventions that help maintain a healthy birth weight for their baby, according to new research published in BMC Medicine. Abnormal fetal growth and birth weight are well-established risk factors for chronic diseases later in life, including the development of type-2 diabetes and obesity.",2,Significant reproducible maternal urinary metabolic signatures of fetal growth and birth weight are identified for the first time and linked to modifiable lifestyle factors.,1,exaggerates
25-123,"Genetically modified enzymes used to create flavourings / aromas and boost the power of cleaning products and medicines, are “potent allergens” that immediately sensitise those occupationally exposed to them, concludes research published online in Occupational & Environmental Medicine.",3,Our data confirm the previous findings showing that genetically engineered enzymes are potent allergens eliciting immediate-type sensitisation.,3,same
29-025,"The safety of a controversial clot-busting drug has been investigated by researchers, who have shown a modified dosage could improve survival rates.",2,There were significantly fewer symptomatic intracerebral hemorrhages with low-dose alteplase.,1,exaggerates
14-11-022-1,A new technique which lets scientists ‘see’ our brain waves at work could revolutionise our understanding of the human body’s most complex organ and help transform the lives of people suffering from schizophrenia and ADHD.,3,This method results in RSNs with significant similarity in their spatial structure compared with RSNs derived independently using fMRI.,3,same
26-034,"Dietary magnesium found to be associated with reduced risk of heart disease, stroke and type-2 diabetes",2,"Increasing dietary magnesium intake is associated with a reduced risk of stroke, heart failure, diabetes, and all-cause mortality, but not CHD or total CVD.",1,exaggerates
22-020,"Telling small lies desensitises our brains to the associated negative emotions and may encourage us to tell bigger lies in future, reveals new UCL research funded by Wellcome and the Center for Advanced Hindsight.",2,The findings uncover a biological mechanism that supports a 'slippery slope': what begins as small acts of dishonesty can escalate into larger transgressions.,2,same
25-008,"The introduction of a more stringent test to assess eligibility for disability benefit in England may have taken a ""serious"" toll on the nation's mental health, concludes research published online in the Journal of Epidemiology & Community Health.",2,"This policy may have had serious adverse consequences for mental health in England, which could outweigh any benefits that arise from moving people off disability benefits.",2,same
25-133,"Publishing the patient death rates of individual surgeons in England is unlikely to pick up those whose mortality rates are above average, because the caseload varies so much, concludes the first analysis of its kind published in the online journal BMJ Open.",0,"At present, surgeons with increased mortality rates are unlikely to be detected.",0,same
02-11-013-1,"Vitamin D levels do not affect men’s chances of developing prostate cancer, according to new research from the University of Bristol published in the Journal of Cancer Causes and Control.",0,Published literature provides little evidence to support a major role of vitamin D in preventing prostate cancer or its progression.,0,same
20-11-001-1,Selective schools closures has been considered as a means of reducing transmission between children and hence reducing the number of cases at the peak of an epidemic but new research led by researchers at the University of Warwick shows that limited school closures are ineffective and that only significant widespread school closures would have real effect on the spread of a epidemic and the strain placed on hospital intensive care units.,2,"This leads us to believe that when a pandemic has severe implications for ICU capacity, only widespread school closures (with their associated costs and organizational challenges) are sufficient to mitigate the burden on the worst-affected hospitals.",3,downplays
07-11-039-1,"Researchers have identified a large number of areas in the human genetic code that are involved in regulating the way in which the liver functions, in a new study of over 61,000 people, published today in the journal Nature Genetics.",1,"We carried out a genome-wide association study in 61,089 individuals, identifying 42 loci associated with concentrations of liver enzymes in plasma, of which 32 are new associations (P = 10(-8) to P = 10(-190)).",1,same
06-11-005-1,Scientists at the University have discovered how a protein present in prostate cancer cells drives growth of the disease.,3,"Our in vitro, in vivo and clinical data support an important role for the MEK5 -ERK5 signalling pathway in invasive PCa, which represents a potential target for therapy in primary and metastatic PCa.",3,same
