dataset,news_id,rating,title,original_title,news_source,source_link,review_link
HealthStory,story_reviews_01032,4,Urine Test May Help Predict Prostate Cancer,Urine Test May Help Predict Prostate Cancer,WebMD,http://www.WebMD.com/prostate-cancer/news/20110803/urine-test-may-help-predict-prostate-cancer,https://www.healthnewsreview.org/review/4178/
HealthStory,story_reviews_01033,4,Blood Test May Spot Alzheimer’s Before Symptoms Appear,Blood Test May Spot Alzheimer’s Before Symptoms Appear,WebMD,http://www.WebMD.com/alzheimers/news/20110803/blood-test-may-spot-alzheimers-before-symptoms-appear,https://www.healthnewsreview.org/review/4180/
HealthStory,story_reviews_01034,3,Larger Dose of Zinc Lozenges May Shorten Colds,Larger Dose of Zinc Lozenges May Shorten Colds,Health Day,http://consumer.Healthday.com/Article.asp?AID=655479,https://www.healthnewsreview.org/review/4172/
HealthStory,story_reviews_01035,5,Stool test good for catching colon cancer: study,Stool test good for catching colon cancer: study,Reuters Health,http://www.Reuters.com/article/2011/08/02/us-colon-cancer-idUSTRE7714ZR20110802,https://www.healthnewsreview.org/review/4173/
HealthStory,story_reviews_01036,3,Prenatal Omega-3 Fatty Acid Supplements May Cut Babies’ Colds,Prenatal Omega-3 Fatty Acid Supplements May Cut Babies’ Colds,Health Day,http://consumer.Healthday.com/Article.asp?AID=655343,https://www.healthnewsreview.org/review/4162/
HealthStory,story_reviews_01037,3,The Healthy Skeptic: DHA touted as ‘smart’ pill for kids,The Healthy Skeptic: DHA touted as ‘smart’ pill for kids,Los Angeles Times,"http://www.Los Angeles Times.com/health/la-he-skeptic-dha-20110801,0,4163046.story",https://www.healthnewsreview.org/review/4165/
HealthStory,story_reviews_01038,0,"Drink wine, don’t get sunburned","Drink wine, don’t get sunburned",MSNBC,http://bodyodd.MSNBC.msn.com/_news/2011/08/01/7218394-drink-wine-dont-get-sunburned,https://www.healthnewsreview.org/review/4169/
HealthStory,story_reviews_01039,5,Women who eat lots of fiber have less breast cancer,Women who eat lots of fiber have less breast cancer,Reuters Health,http://www.Reuters.com/article/2011/07/28/us-fiber-breast-cancer-idUSTRE76R6YM20110728,https://www.healthnewsreview.org/review/4161/
HealthStory,story_reviews_01040,2,"New Device Reduces Seizures, No Surgery Required","New Device Reduces Seizures, No Surgery Required",NPR,http://www.NPR.org/2011/07/27/138619259/new-device-reduces-seizures-no-surgery-required,https://www.healthnewsreview.org/review/4156/
HealthStory,story_reviews_01041,3,Antibiotics beat cranberries in battle against bladder infections,Antibiotics beat cranberries in battle against bladder infections,MSNBC,http://www.MSNBC.msn.com/id/43885184/ns/health-womens_health/,https://www.healthnewsreview.org/review/4148/
HealthStory,story_reviews_01042,4,A Rubber Twist On Treating Tennis Elbow Pain,A Rubber Twist On Treating Tennis Elbow Pain,NPR,http://www.NPR.org/blogs/health/2011/07/25/138614357/a-rubber-twist-on-treating-tennis-elbow-pain,https://www.healthnewsreview.org/review/4143/
HealthStory,story_reviews_01043,1,"Quick shot replacing nip, tuck","Quick shot replacing nip, tuck",Chicago Tribune,"http://www.chicagotribune.com/health/ct-x-0720-liquid-facelift-20110720,0,5183138,print.story",https://www.healthnewsreview.org/review/4126/
HealthStory,story_reviews_01044,4,Experimental Drug Might Help Fight Alzheimer’s After All,Experimental Drug Might Help Fight Alzheimer’s After All,Health Day,http://consumer.Healthday.com/Article.asp?AID=655012,https://www.healthnewsreview.org/review/4130/
HealthStory,story_reviews_01045,3,Drug may cut menopause after breast cancer chemo,Drug may cut menopause after breast cancer chemo,CNN,http://thechart.blogs.CNN.com/2011/07/19/drug-may-cut-menopause-after-breast-cancer-chemo/?hpt=he_c2,https://www.healthnewsreview.org/review/4131/
HealthStory,story_reviews_01046,4,The shallow waters of dolphin therapy claims,The shallow waters of dolphin therapy claims,Los Angeles Times,"http://www.Los Angeles Times.com/health/la-he-skeptic-dolphin-therapy-20110718,0,1273996.story",https://www.healthnewsreview.org/review/4121/
HealthStory,story_reviews_01047,3,Drug also halts HIV in straight couples,Drug also halts HIV in straight couples,Associated Press,http://www.philly.com/philly/health_and_science/20110714_Drug_also_halts_HIV_in_straight_couples.html,https://www.healthnewsreview.org/review/4116/
HealthStory,story_reviews_01048,3,Taking meds before exposure cuts HIV risk for heterosexuals,Taking meds before exposure cuts HIV risk for heterosexuals,CNN,http://thechart.blogs.CNN.com/2011/07/13/taking-meds-before-exposure-cuts-hiv-risk-for-heterosexuals/?hpt=he_c2,https://www.healthnewsreview.org/review/4115/
HealthStory,story_reviews_01049,4,"For Some Prostate Cancer Patients, Combo Treatment Improves Survival","For Some Prostate Cancer Patients, Combo Treatment Improves Survival",Health Day,http://consumer.Healthday.com/Article.asp?AID=654857,https://www.healthnewsreview.org/review/4118/
HealthStory,story_reviews_01050,3,"Silicone Breast Implants: Safe, With Caveats","Silicone Breast Implants: Safe, With Caveats",NPR,http://www.NPR.org/2011/07/11/137682722/silicone-breast-implants-safe-with-caveats,https://www.healthnewsreview.org/review/4098/
HealthStory,story_reviews_01051,3,Higher Folic Acid Levels in Teens Tied to Academic Success,Higher Folic Acid Levels in Teens Tied to Academic Success,Health Day,http://consumer.Healthday.com/Article.asp?AID=654737,https://www.healthnewsreview.org/review/4099/
HealthStory,story_reviews_01052,5,Folic acid tied to better grades in Swedish teens,Folic acid tied to better grades in Swedish teens,Reuters Health,http://www.Reuters.com/article/2011/07/11/us-folic-acid-idUSTRE76A0S320110711,https://www.healthnewsreview.org/review/4100/
HealthStory,story_reviews_01053,2,New laser treatment takes aim at toenail fungus,New laser treatment takes aim at toenail fungus,The Washington Post,http://www.washingtonpost.com/national/health/new-laser-treatment-takes-aim-at-toenail-fungus/2011/05/19/gIQAHTdK9H_print.html,https://www.healthnewsreview.org/review/4101/
HealthStory,story_reviews_01054,4,Study Questions Chiropractic’s Impact on Back Pain,Study Questions Chiropractic’s Impact on Back Pain,Health Day,http://consumer.Healthday.com/Article.asp?AID=654498,https://www.healthnewsreview.org/review/4090/
HealthStory,story_reviews_01055,4,Study Shows Chest Pain From Heart Disease Can Be Treated With Stem Cell Therapy,Study Shows Chest Pain From Heart Disease Can Be Treated With Stem Cell Therapy,WebMD,http://www.WebMD.com/heart-disease/news/20110707/stem-cell-treatment-may-relieve-angina,https://www.healthnewsreview.org/review/4095/
HealthStory,story_reviews_01056,5,Heart Treatment Overused,Heart Treatment Overused,The Wall Street Journal,http://online.wsj.com/article/SB10001424052702304760604576428323005864648.html,https://www.healthnewsreview.org/review/4081/
HealthStory,story_reviews_01057,5,Review raises questions over benefits of cutting salt,Review raises questions over benefits of cutting salt,Reuters Health,http://www.Reuters.com/article/2011/07/06/us-salt-hypertension-idUSTRE76476E20110706,https://www.healthnewsreview.org/review/4088/
HealthStory,story_reviews_01058,3,Got Low Back Pain? Massage Therapy May Rub It Out,Got Low Back Pain? Massage Therapy May Rub It Out,NPR,http://www.NPR.org/2011/07/04/137609072/got-low-back-pain-massage-therapy-may-rub-it-out,https://www.healthnewsreview.org/review/4077/
HealthStory,story_reviews_01059,5,Who should get screened for lung cancer?,Who should get screened for lung cancer?,Reuters Health,http://www.Reuters.com/article/2011/07/01/us-lung-cancer-idUSTRE7602ZN20110701,https://www.healthnewsreview.org/review/4074/
HealthStory,story_reviews_01060,2,Coffee buzz protects brain from Alzheimer’s,Coffee buzz protects brain from Alzheimer’s,MSNBC,http://bodyodd.MSNBC.msn.com/_news/2011/06/28/6968218-coffee-buzz-protects-brain-from-alzheimers,https://www.healthnewsreview.org/review/4072/
HealthStory,story_reviews_01061,2,Benefit of mammograms even greater than thought,Benefit of mammograms even greater than thought,Reuters Health,http://www.Reuters.com/article/2011/06/28/us-cancer-breast-mammograms-idUSTRE75R0NM20110628,https://www.healthnewsreview.org/review/4060/
HealthStory,story_reviews_01062,3,New Blood Thinner Beats Plavix When Paired With Low-Dose Aspirin,New Blood Thinner Beats Plavix When Paired With Low-Dose Aspirin,Health Day,http://consumer.Healthday.com/Article.asp?AID=654327,https://www.healthnewsreview.org/review/4057/
HealthStory,story_reviews_01063,5,Research shows promise in reversing Type 1 diabetes,Research shows promise in reversing Type 1 diabetes,Los Angeles Times,"http://www.Los Angeles Times.com/health/la-he-bcg-diabetes-20110625,0,6341862.story",https://www.healthnewsreview.org/review/4056/
HealthStory,story_reviews_01064,5,Olive oil lovers show lower stroke risk,Olive oil lovers show lower stroke risk,Reuters Health,http://www.Reuters.com/article/2011/06/16/us-olive-oil-idUSTRE75E66L20110616,https://www.healthnewsreview.org/review/4044/
HealthStory,story_reviews_01065,4,"Sleeptime Head-Cooling Cap Eases Insomnia, Study Finds","Sleeptime Head-Cooling Cap Eases Insomnia, Study Finds",Health Day,http://consumer.Healthday.com/Article.asp?AID=653882,https://www.healthnewsreview.org/review/4042/
HealthStory,story_reviews_01066,5,Olive Oil Linked to Reduced Stroke Risk,Olive Oil Linked to Reduced Stroke Risk,WebMD,http://www.WebMD.com/healthy-aging/news/20110615/olive-oil-linked-to-reduced-stroke-risk,https://www.healthnewsreview.org/review/4045/
HealthStory,story_reviews_01067,3,Consuming more olive oil may protect against strokes,Consuming more olive oil may protect against strokes,Los Angeles Times,"http://www.Los Angeles Times.com/health/boostershots/la-heb-olive-oil-stroke-20110615,0,3132060.story?track=rss",https://www.healthnewsreview.org/review/4047/
HealthStory,story_reviews_01068,5,"‘Honey, It’s Your Turn…’","‘Honey, It’s Your Turn…’",The Wall Street Journal,http://online.wsj.com/article/SB10001424052702303848104576383730320049892.html,https://www.healthnewsreview.org/review/4037/
HealthStory,story_reviews_01069,5,Extracting the facts about pomegranate pills,Extracting the facts about pomegranate pills,Los Angeles Times,"http://www.Los Angeles Times.com/health/la-he-pomegranate-extract-pills-20110613,0,7151568.story",https://www.healthnewsreview.org/review/4032/
HealthStory,story_reviews_01070,3,Firm develops magnetic-pulse treatment for major depression,Firm develops magnetic-pulse treatment for major depression,The Philadelphia Inquirer,http://www.philly.com/philly/health_and_science/special_reports/20110608_Firm_develops_magnetic-pulse_treatment_for_major_depression.html,https://www.healthnewsreview.org/review/4019/
HealthStory,story_reviews_01071,5,Jury Still Out on Radiation for Early Prostate Cancer,Jury Still Out on Radiation for Early Prostate Cancer,Health Day,http://consumer.Healthday.com/Article.asp?AID=653598,https://www.healthnewsreview.org/review/4008/
HealthStory,story_reviews_01072,3,"Type 2 Diabetes Treatment Victoza Helps Type 1, Too","Type 2 Diabetes Treatment Victoza Helps Type 1, Too",WebMD,http://diabetes.WebMD.com/news/20110607/type-2-diabetes-treatment-victoza-helps-type-1-,https://www.healthnewsreview.org/review/4017/
HealthStory,story_reviews_01073,5,Drugs Show Promise Slowing Advanced Melanoma,Drugs Show Promise Slowing Advanced Melanoma,The New York Times,http://www.nytimes.com/2011/06/06/health/research/06melanoma.html?_r=1,https://www.healthnewsreview.org/review/3992/
HealthStory,story_reviews_01074,2,Exelixis drug slows prostate cancer spread in trial,Exelixis drug slows prostate cancer spread in trial,Reuters Health,http://www.Reuters.com/article/2011/06/06/us-exelixis-prostate-idUSTRE7556IZ20110606,https://www.healthnewsreview.org/review/4016/
HealthStory,story_reviews_01075,2,Study: Pfizer lung cancer pill may double survival,Study: Pfizer lung cancer pill may double survival,Associated Press,http://www.The Denver Post.com/fitness/ci_18211403,https://www.healthnewsreview.org/review/3998/
HealthStory,story_reviews_01076,5,Hormone-blocking drug reduces breast cancer risk,Hormone-blocking drug reduces breast cancer risk,Associated Press,http://www.The Denver Post.com/fitness/ci_18211043,https://www.healthnewsreview.org/review/4001/
HealthStory,story_reviews_01077,4,Two new drugs extend survival for melanoma patients,Two new drugs extend survival for melanoma patients,CNN,http://www.CNN.com/2011/HEALTH/06/05/melanoma.drugs/index.html?hpt=he_c2,https://www.healthnewsreview.org/review/4005/
HealthStory,story_reviews_01078,4,New melanoma drugs improve chances of survival,New melanoma drugs improve chances of survival,Reuters Health,http://www.Reuters.com/article/2011/06/05/us-cancer-melanoma-idUSTRE7542AM20110605,https://www.healthnewsreview.org/review/4007/
HealthStory,story_reviews_01079,1,"Pill could erase painful memories, study shows","Pill could erase painful memories, study shows",MSNBC,http://bodyodd.MSNBC.msn.com/_news/2011/05/31/6757302-pill-could-erase-painful-memories-study-shows,https://www.healthnewsreview.org/review/3984/
HealthStory,story_reviews_01081,3,Prenatal Vitamins May Lower Autism Risk,Prenatal Vitamins May Lower Autism Risk,WebMD,http://www.WebMD.com/brain/autism/news/20110601/prenatal-vitamins-may-lower-autism-risk,https://www.healthnewsreview.org/review/3987/
HealthStory,story_reviews_01082,4,Study Suggests Special MRI Might Help Diagnose Autism,Study Suggests Special MRI Might Help Diagnose Autism,Health Day,http://consumer.Healthday.com/Article.asp?AID=653349,https://www.healthnewsreview.org/review/3979/
HealthStory,story_reviews_01083,3,Egg Freezing Puts The Biological Clock On Hold,Egg Freezing Puts The Biological Clock On Hold,NPR,http://www.NPR.org/2011/05/31/136363039/egg-freezing-puts-the-biological-clock-on-hold,https://www.healthnewsreview.org/review/3980/
HealthStory,story_reviews_01084,1,Prostate Cancer Studies Find Benefit in Daily Acetaminophen and Brisk Walks,Prostate Cancer Studies Find Benefit in Daily Acetaminophen and Brisk Walks,Time,http://healthland.time.com/2011/05/25/prostate-cancer-studies-find-benefit-in-daily-acetaminophen-and-brisk-walks/,https://www.healthnewsreview.org/review/3977/
HealthStory,story_reviews_01085,4,Limits of New Screen for Heart Disease,Limits of New Screen for Heart Disease,The Wall Street Journal,http://online.wsj.com/article/SB10001424052702304066504576341601457555690.html,https://www.healthnewsreview.org/review/3962/
HealthStory,story_reviews_01086,5,Heart scans tied to “evidence-free” treatment: study,Heart scans tied to “evidence-free” treatment: study,Reuters Health,http://www.Reuters.com/article/2011/05/23/us-heart-scans-idUSTRE74M6NI20110523,https://www.healthnewsreview.org/review/3966/
HealthStory,story_reviews_01087,3,Do Probiotics Relieve Constipation in Children?,Do Probiotics Relieve Constipation in Children?,WebMD,http://children.WebMD.com/news/20110523/do-probiotics-relieve-constipation-in-children,https://www.healthnewsreview.org/review/3958/
HealthStory,story_reviews_01088,4,Pills Offer Easier Way to Treat MS,Pills Offer Easier Way to Treat MS,The Wall Street Journal,http://online.wsj.com/article/SB10001424052748704681904576319662989399214.html,https://www.healthnewsreview.org/review/3946/
HealthStory,story_reviews_01089,5,HPV test beats Pap for cervical cancer screening,HPV test beats Pap for cervical cancer screening,Associated Press,http://www.foxnews.com/health/2011/05/19/hpv-test-beats-pap-cervical-cancer-screening/,https://www.healthnewsreview.org/review/3953/
HealthStory,story_reviews_01090,4,Selenium Supplements Might Give Modest Benefit Against Cholesterol,Selenium Supplements Might Give Modest Benefit Against Cholesterol,Health Day,http://consumer.Healthday.com/Article.asp?AID=652914,https://www.healthnewsreview.org/review/3939/
HealthStory,story_reviews_01091,5,Can selenium lower cholesterol?,Can selenium lower cholesterol?,Reuters Health,http://www.Reuters.com/article/2011/05/16/us-selenium-cholesterol-idUSTRE74F80M20110516,https://www.healthnewsreview.org/review/3940/
HealthStory,story_reviews_01092,3,Tonsil Removal Might Cure Bedwetting in Some Kids With Sleep Apnea,Tonsil Removal Might Cure Bedwetting in Some Kids With Sleep Apnea,Health Day,http://consumer.Healthday.com/Article.asp?AID=653003,https://www.healthnewsreview.org/review/3932/
HealthStory,story_reviews_01093,5,"Dessert, Laid-Back and Legal","Dessert, Laid-Back and Legal",The New York Times,http://www.nytimes.com/2011/05/15/us/15lazycakes.html?_r=1,https://www.healthnewsreview.org/review/3929/
HealthStory,story_reviews_01094,5,"Celebrex may curb colon cancer, but with caveats","Celebrex may curb colon cancer, but with caveats",Reuters Health,http://www.Reuters.com/article/2011/05/11/us-celebrex-cancer-idUSTRE74A5SB20110511,https://www.healthnewsreview.org/review/3918/
HealthStory,story_reviews_01095,4,New drug advances the fight against pancreatic cancer,New drug advances the fight against pancreatic cancer,USA Today,http://yourlife.USA Today.com/health/medical/cancer/story/2011/05/An-advance-in-fighting-pancreatic-cancer/47064942/1,https://www.healthnewsreview.org/review/3920/
HealthStory,story_reviews_01096,1,Study shows differences in pancreatic cancer treatments,Study shows differences in pancreatic cancer treatments,CNN,http://thechart.blogs.CNN.com/2011/05/11/study-shows-differences-in-pancreatic-cancer-treatments/,https://www.healthnewsreview.org/review/3922/
HealthStory,story_reviews_01097,3,Can Crotch Length Predict Infertility in Men?,Can Crotch Length Predict Infertility in Men?,Health Day,http://consumer.Healthday.com/Article.asp?AID=652844,https://www.healthnewsreview.org/review/3923/
HealthStory,story_reviews_01098,0,Mindfulness Meditation May Cut IBS Symptoms,Mindfulness Meditation May Cut IBS Symptoms,WebMD,http://www.WebMD.com/ibs/news/20110510/mindfulness-meditation-may-cut-ibs-symptoms,https://www.healthnewsreview.org/review/3914/
HealthStory,story_reviews_01099,4,Lung scans may lead to overdiagnosis: study,Lung scans may lead to overdiagnosis: study,Reuters Health,http://www.Reuters.com/article/2011/05/10/us-lung-scans-idUSTRE74971L20110510,https://www.healthnewsreview.org/review/3916/
HealthStory,story_reviews_01100,4,Significant Number of Medicare Patients Getting Too-Frequent Colonoscopies,Significant Number of Medicare Patients Getting Too-Frequent Colonoscopies,The Wall Street Journal,http://blogs.wsj.com/health/2011/05/09/significant-number-of-medicare-patients-getting-too-frequent-colonoscopies/,https://www.healthnewsreview.org/review/3907/
HealthStory,story_reviews_01101,5,Study: Many elderly get colon screening too often,Study: Many elderly get colon screening too often,Associated Press,http://www.forbes.com/feeds/ap/2011/05/09/general-us-med-needless-colonoscopies_8457614.html,https://www.healthnewsreview.org/review/3908/
HealthStory,story_reviews_01102,3,Crohn’s patients respond to J&J’s Stelara in study.,Crohn’s patients respond to J&J’s Stelara in study.,Reuters Health,http://www.Reuters.com/article/2011/05/08/us-jj-crohns-idUSTRE7472K220110508,https://www.healthnewsreview.org/review/3905/
HealthStory,story_reviews_01103,4,New Stratagems in the Quest for Hair,New Stratagems in the Quest for Hair,The New York Times,http://www.nytimes.com/2011/05/05/fashion/05SKIN.html?ref=health,https://www.healthnewsreview.org/review/3893/
HealthStory,story_reviews_01104,4,Swedish Study Finds Surgery For Prostate Cancer Better Than Waiting,Swedish Study Finds Surgery For Prostate Cancer Better Than Waiting,NPR,http://www.NPR.org/blogs/health/2011/05/04/135995705/swedish-study-finds-surgery-for-prostate-cancer-better-than-waiting,https://www.healthnewsreview.org/review/3899/
HealthStory,story_reviews_01105,5,"Low-Salt Diet Ineffective, Study Finds. Disagreement Abounds.","Low-Salt Diet Ineffective, Study Finds. Disagreement Abounds.",The New York Times,http://www.nytimes.com/2011/05/04/health/research/04salt.html?ref=health,https://www.healthnewsreview.org/review/3888/
HealthStory,story_reviews_01106,5,Study: Prostate cancer surgery helps younger men,Study: Prostate cancer surgery helps younger men,Associated Press,http://www.The Denver Post.com/fitness/ci_17992092,https://www.healthnewsreview.org/review/3895/
HealthStory,story_reviews_01107,5,Aggressive Treatment May Be Beneficial for Early Prostate Cancer,Aggressive Treatment May Be Beneficial for Early Prostate Cancer,Health Day,http://consumer.Healthday.com/Article.asp?AID=652625,https://www.healthnewsreview.org/review/3897/
HealthStory,story_reviews_01108,4,Quest for Vaccines to Treat Addiction,Quest for Vaccines to Treat Addiction,The Wall Street Journal,http://online.wsj.com/article/SB10001424052748704436004576298980739463392.html,https://www.healthnewsreview.org/review/3883/
HealthStory,story_reviews_01109,3,Study: Lower salt intake could be riskier than thought,Study: Lower salt intake could be riskier than thought,USA Today,http://yourlife.USA Today.com/fitness-food/diet-nutrition/story/2011/05/Should-you-take-sodium-advice-with-a-grain-of-salt/46765646/1,https://www.healthnewsreview.org/review/3887/
HealthStory,story_reviews_01110,2,Midlife: Drop in testosterone can affect sexual desire in men and women,Midlife: Drop in testosterone can affect sexual desire in men and women,Los Angeles Times,"http://www.Los Angeles Times.com/health/la-he-midlife-libido-20110502,0,7995510,print.story",https://www.healthnewsreview.org/review/3876/
HealthStory,story_reviews_01111,2,Fewer Colorado women getting mammograms since 2009 guideline change,Fewer Colorado women getting mammograms since 2009 guideline change,The Denver Post,http://www.The Denver Post.com/news/ci_17972836,https://www.healthnewsreview.org/review/3877/
HealthStory,story_reviews_01112,4,"Fewer mammograms being done, studies show","Fewer mammograms being done, studies show",CNN,http://www.CNN.com/2011/HEALTH/05/02/mammogram.study/,https://www.healthnewsreview.org/review/3878/
HealthStory,story_reviews_01113,4,Tailored medicine could prevent more heart attacks,Tailored medicine could prevent more heart attacks,Reuters Health,http://www.Reuters.com/article/2011/05/02/us-tailored-medicine-heart-attacks-idUSTRE7417DW20110502,https://www.healthnewsreview.org/review/3884/
HealthStory,story_reviews_01114,5,Potential Parkinson’s Treatment Explored,Potential Parkinson’s Treatment Explored,The Wall Street Journal,http://online.wsj.com/article/SB10001424052748704729304576287272953759718.html,https://www.healthnewsreview.org/review/3861/
HealthStory,story_reviews_01115,4,Test of Eye Drug Is Said to Show Success in Elderly,Test of Eye Drug Is Said to Show Success in Elderly,The New York Times,http://prescriptions.blogs.nytimes.com/2011/04/27/test-of-eye-drug-shows-success-in-elderly/,https://www.healthnewsreview.org/review/3866/
HealthStory,story_reviews_01116,3,Gastric Bypass May Improve Diabetes Quickly,Gastric Bypass May Improve Diabetes Quickly,WebMD,http://diabetes.WebMD.com/news/20110427/gastric-bypass-may-improve-diabetes-quickly,https://www.healthnewsreview.org/review/3871/
HealthStory,story_reviews_01117,2,"Tai Chi, A ‘Medication In Motion,’ Helps People With Heart Failure","Tai Chi, A ‘Medication In Motion,’ Helps People With Heart Failure",NPR,http://www.NPR.org/blogs/health/2011/04/26/135712827/tai-chi-a-medication-in-motion-helps-people-with-heart-failure,https://www.healthnewsreview.org/review/3863/
HealthStory,story_reviews_01118,3,Acupuncture May Help Ease Hot Flashes Tied to Prostate Cancer Treatment,Acupuncture May Help Ease Hot Flashes Tied to Prostate Cancer Treatment,Health Day,http://consumer.Healthday.com/Article.asp?AID=652188,https://www.healthnewsreview.org/review/3856/
HealthStory,story_reviews_01119,3,"When Size Matters, Men Can Turn to Penile Extenders: Study","When Size Matters, Men Can Turn to Penile Extenders: Study",Health Day,http://consumer.Healthday.com/Article.asp?AID=652075,https://www.healthnewsreview.org/review/3853/
HealthStory,story_reviews_01120,4,Experimental Test May Warn of Premature Births,Experimental Test May Warn of Premature Births,Health Day,http://consumer.Healthday.com/Article.asp?AID=652094,https://www.healthnewsreview.org/review/3850/
HealthStory,story_reviews_01121,5,"Aspirin cuts heart attacks, not deaths or strokes","Aspirin cuts heart attacks, not deaths or strokes",Reuters Health,http://www.Reuters.com/article/2011/04/20/us-aspirin-heartattacks-idUSTRE73J7KG20110420,https://www.healthnewsreview.org/review/3852/
HealthStory,story_reviews_01122,3,Pushing Limits of New Knees,Pushing Limits of New Knees,The Wall Street Journal,http://online.wsj.com/article/SB10001424052748704004004576270844211718806.html#,https://www.healthnewsreview.org/review/3835/
HealthStory,story_reviews_01123,4,"Women Taking Calcium Supplements May Risk Heart Health, Researchers Say","Women Taking Calcium Supplements May Risk Heart Health, Researchers Say",Health Day,http://consumer.Healthday.com/Article.asp?AID=652081,https://www.healthnewsreview.org/review/3839/
HealthStory,story_reviews_01124,5,"Alzheimer’s Redefined, But Changes Mean Little For Patients","Alzheimer’s Redefined, But Changes Mean Little For Patients",NPR,http://www.NPR.org/blogs/health/2011/04/19/135547952/alzheimers-disease-gets-redefined-but-changes-mean-little-for-patients,https://www.healthnewsreview.org/review/3843/
HealthStory,story_reviews_01125,5,New guidelines define pre-Alzheimer’s disease,New guidelines define pre-Alzheimer’s disease,Associated Press,http://www.The Denver Post.com/fitness/ci_17878970,https://www.healthnewsreview.org/review/3845/
HealthStory,story_reviews_01126,1,FDA Approves New Device for Brain Tumor Treatment,FDA Approves New Device for Brain Tumor Treatment,WebMD,http://www.WebMD.com/cancer/brain-cancer/news/20110418/fda-approves-new-device-brain-tumor-treatment,https://www.healthnewsreview.org/review/3833/
HealthStory,story_reviews_01127,1,Made-to-order medicine,Made-to-order medicine,The Philadelphia Inquirer,http://www.philly.com/philly/health_and_science/20110418_Made-to-order_medicine.html?viewAll=y,https://www.healthnewsreview.org/review/3834/
HealthStory,story_reviews_01128,2,Statin Drugs May Cut Risk of Kidney Trouble After Surgery,Statin Drugs May Cut Risk of Kidney Trouble After Surgery,Health Day,http://consumer.Healthday.com/Article.asp?AID=651955,https://www.healthnewsreview.org/review/3830/
HealthStory,story_reviews_01129,4,Screening Prostates at Any Age,Screening Prostates at Any Age,The New York Times,http://www.nytimes.com/2011/04/12/health/12prostate.html?ref=health,https://www.healthnewsreview.org/review/3818/
HealthStory,story_reviews_01130,2,An Apple a Day May Help Keep Heart Disease Away,An Apple a Day May Help Keep Heart Disease Away,Health Day,http://consumer.Healthday.com/Article.asp?AID=651850,https://www.healthnewsreview.org/review/3823/
HealthStory,story_reviews_01131,4,Diet drug Qnexa: Don’t get too carried away by new study,Diet drug Qnexa: Don’t get too carried away by new study,Los Angeles Times,"http://www.Los Angeles Times.com/health/boostershots/diet-weight/la-heb-diet-drug-20110410,0,4618610,print.story",https://www.healthnewsreview.org/review/3812/
HealthStory,story_reviews_01132,4,New Pill for MS Shows Promise in Clinical Trial,New Pill for MS Shows Promise in Clinical Trial,Health Day,http://consumer.Healthday.com/Article.asp?AID=651645,https://www.healthnewsreview.org/review/3820/
HealthStory,story_reviews_01133,4,Study: Weight-loss combo pill shows promise,Study: Weight-loss combo pill shows promise,CNN,http://thechart.blogs.CNN.com/2011/04/10/study-weight-loss-combo-pill-shows-promise/?hpt=C2,https://www.healthnewsreview.org/review/3813/
HealthStory,story_reviews_01134,2,"Strawberries Fight Cancer, Study Finds","Strawberries Fight Cancer, Study Finds",The Wall Street Journal,http://online.wsj.com/article/SB10001424052748703280904576246854013624530.html,https://www.healthnewsreview.org/review/3804/
HealthStory,story_reviews_01135,5,Vaginal gel reduces preterm births in some women,Vaginal gel reduces preterm births in some women,Associated Press,http://www.The Denver Post.com/fitness/ci_17783037,https://www.healthnewsreview.org/review/3806/
HealthStory,story_reviews_01136,3,Premature births may be reduced with hormone gel,Premature births may be reduced with hormone gel,Los Angeles Times,"http://www.Los Angeles Times.com/health/boostershots/la-heb-baby-premature-progesterone,0,6058677.story",https://www.healthnewsreview.org/review/3811/
HealthStory,story_reviews_01137,5,"More Options Before Bypass Surgery, Study Finds","More Options Before Bypass Surgery, Study Finds",The Wall Street Journal,http://online.wsj.com/article/SB10001424052748704587004576243112786712844.html,https://www.healthnewsreview.org/review/3791/
HealthStory,story_reviews_01138,2,Study finds statins reduce pneumonia death rates,Study finds statins reduce pneumonia death rates,Reuters Health,http://www.Reuters.com/article/2011/04/05/us-pneumonia-statins-idUSTRE73413920110405,https://www.healthnewsreview.org/review/3794/
HealthStory,story_reviews_01139,0,Aspirin Linked to Lower Pancreatic Cancer Risk,Aspirin Linked to Lower Pancreatic Cancer Risk,WebMD,http://www.WebMD.com/cancer/pancreatic-cancer/news/20110404/aspirin-linked-to-lower-pancreatic-cancer-risk,https://www.healthnewsreview.org/review/3795/
HealthStory,story_reviews_01140,4,Estrogen Lowers Breast Cancer and Heart Attack Risk in Some,Estrogen Lowers Breast Cancer and Heart Attack Risk in Some,The New York Times,http://well.blogs.nytimes.com/2011/04/05/estrogen-lowers-risk-of-heart-attack-and-breast-cancer-in-some/?pagemode=print,https://www.healthnewsreview.org/review/3796/
HealthStory,story_reviews_01141,3,"Good news, bad news for former estrogen users","Good news, bad news for former estrogen users",The Washington Post,http://www.washingtonpost.com/blogs/the-checkup/post/good-news-bad-news-for-former-estrogen-users/2011/04/04/AF4FKKjC_blog.html,https://www.healthnewsreview.org/review/3798/
