Titulo,Subtitulo,Noticia,Categoria,Data,Autor,URL
É falso que Ford vai deixar de produzir veículos de passageiros globalmente,,tuíte ex-ministro educação governar bolsonaro esconder o empresar decidir aumentar investimento continuar produzir carro país vizinho argentino e uruguai,política,2021/01/15,Comprova,https://projetocomprova.com.br/publicações/e-falso-que-ford-vai-deixar-de-produzir-veiculos-de-passageiros-globalmente/
É #FAKE que transporte de urnas em Fortaleza aponte fraude eleitoral,Vídeo que circula nas redes mostra urna no fundo de uma caminhonete. A substituição de urnas defeituosas ao longo do dia da eleição é procedimento padrão da Justiça Eleitoral.,circular rede social vídeo mostrar urna eletrônica fundir caminhonete imagem mulher afirmar o urna transportar fraudar o texto acompanhar o vídeo afirmar descobrir o máfia urna adulterar e pessoa responsável transportar urna cabo eleitoral sarto candidatar pdt prefeitura fortalezar o tribunal regional eleitoral cear tre-ce entanto o acontecer substituição urna eletrônica procedimento padrão justiçar eleitoral durante o dia eleição urna defeituoso substituir,política, 29/11/2020," Por Isabela Aleixo, O Globo ",https://g1.globo.com/fato-ou-fake/noticia/2020/11/29/e-fake-que-transporte-de-urnas-em-fortaleza-aponte-fraude-eleitoral.ghtml
Vídeo da campanha de Russomanno usa informação falsa em ataque a Boulos  ,,vídeo circular whatsapp e postar campanha celso russomanno republicano perfil o selar propaganda eleitoral feito associação falso o adversário guilherme boulos psol e prédio irregularmente ocupar desabar centrar paulo 2018.o vídeo ligar o candidatar psolista o o edifício wilton paes almeida largar paissandu desabar madrugar 1º maio d ano incêndio o tragédia deixar morto e desaparecido,política,30/10/2020 21h15 ,"Colaboração para o UOL, em São Paulo",https://noticias.uol.com.br/confere/ultimas-noticias/2020/10/30/video-da-campanha-de-russomanno-usa-informacao-falsa-em-ataque-a-boulos.htm
É #FAKE que voto é facultativo nesta eleição para todos os eleitores com mais de 60 anos em razão da pandemia,"Voto só é facultativo para analfabetos, para quem tem mais de 70 anos e para maiores de 16 e menores de 18 anos, segundo a Constituição.",post compartilhar whatsapp e facebook “ n ano virtude pandemia covid-19 o eleitor ano ficar isentar punição previsto código eleitoral graça o o projeto lei 3833/20 ” diferentemente afirmar o post o constituição federal prever artigo o votar obrigatório ano e facultativo analfabeto ano e e ano ano o o votar n domingo o projeto lei citar realmente apresentar câmara deputar deputar federal pompeu mattos pdt-rs dia julho todavia aguardar despachar presidente casar rodrigar maio dem-rj o proposto sequer analisar algum comissão legislativo e previsão votar,política, 14/11/2020," Por Léo Arcoverde, GloboNews ",https://g1.globo.com/fato-ou-fake/noticia/2020/11/14/e-fake-que-voto-e-facultativo-nesta-eleicao-para-quem-tem-mais-de-60-anos-em-razao-da-pandemia.ghtml
"
  Imagem feita na Lituânia em 2020 circula como se fosse de manifestantes pró-Bolsonaro em 2021","A fotografia de um comboio em que se vê motociclistas e pessoas em parapentes acompanhada da alegação de que se trata de apoiadores do presidente Jair Bolsonaro saindo de Porto Velho foi compartilhada mais de 18 mil vezes nas redes sociais desde o último dia 7 de maio. Mas isso é falso. Com registros que datam de agosto de 2020, a imagem é de manifestantes na Lituânia durante um ato em apoio aos reformistas de Belarus.Envie-nos por WhatsApp Email","“ hj motoqueiro sair portar velho ro p bolsonaro,,,,inauguração pontar abunã ligar o acre ” afirmar legendar postagens somar interações facebook instagram e twitter foto circular inglês o afirmação feito áfrico sul protestar o violência agricultor país maio jair bolsonaro realmente participar inauguração pontar abunã ligar acre e rondônia durante o andar motocicleta acompanhar empresário luciano hang",brasil,10/05/2021 às 20:55,"Tendai Dube, AFP África do Sul, AFP Brasil",https://checamos.afp.com//imagem-feita-na-lituania-em-2020-circula-como-se-fosse-de-manifestantes-pro-bolsonaro-em-2021
"

Pessoas estão se contaminando em casa por não usar máscara para limpar compras de mercado #boato 
",Boato – Pessoas estão se infectando com o novo coronavírus em casa porque estão higienizando alimentos comprados no mercado sem máscara de proteção. ,“ pessoal receber mensagem amigo sentir pessoa infectar e garantir isolar e o único contaminar d “ familia prestar atenção n mensagem haver reunião trabalhar c equipar medicos q estao assessorar o cesar avisar q mta gente ta o covid seguinte qdo receber o feirar casar qdo comprar mercar e chegar casar retirar o máscara limpar produto o vírus q produto contaminar vc entao o lembrar o limpeza produto o máscara e retira-la qdo terminar o higienizacao ”,saúde,12/05/2020,"
Kyene Becker ",https://www.boatos.org/saude/nao-usar-mascara-limpar-compras-mercado-pegar-coronavirus.html
"

Compartilhe mensagem para fazer bypass do Facebook e fugir de novo algoritmo #boato 
",Boato – Compartilhe um alerta sobre novo algoritmo do Facebook para fazer o bypass e pode enviar mensagens para mais de 25 pessoas.,finalmente conseguir o o bypass perguntar ridículo amigo e permissão postagens ignorar posts funcionar dica contornar o facebook … perfil totalmente postagens pessoa vir o algoritmo facebook escolher pessoa – cercar – postagens manter o dedo d postagem e clicar “ copiar ” o página “ o mentir ” tocar o dedo campar vaziar clicar colar contornar o olá e velho amigo olá olá,entretenimento,31/10/2020,"
Edgard Matsuki ",https://www.boatos.org/tecnologia/compartilhe-text-bypass-algoritmo-facebook.html
"Coronavírus na Espanha: após pico de mortes, 4 passos ao ""desconfinamento""  ",,dia quarentenar rígido sábado maio espanhol sair s ruir exercício passar direção o o desconfinamento acontecer semana repleto notícia o emergência decretar março o alto hospitalar superar o contágio dia seguir horar 2.570 curar e 1.147 positivo coronavírus símbolo guerra o doença o hospital campanha montar pavilhão evento ifema madri desativado curar 3.750 paciente covid-19 o morto diário abaixar casar país o necrotério improvisar pistar patinação gelar capital deixar necessário condição normal único pessoa ano costumar circular ruir barcelona viver haver década horar manhã quase voltar algum festa hoje entanto n sábado ensolarado escrever texto despertador ecoar o raio sol horário permitir ano exercício o o ar livrar s horar e s contar turno especial e horar e s família criança dono ruir e horar,saúde,03/05/2020 04h00 ,Adriana Setti,https://www.uol.com.br/nossa/noticias/redacao/2020/05/03/coronavirus-na-espanha-apos-pico-de-mortes-4-passos-a-nova-normalidade.htm
"Trump e Melania foram vacinados contra Covid-19 em janeiro, diz assessor","Eles receberam primeira dose quando ainda estavam na Casa Branca, mas não foi divulgado qual imunizante foi aplicado. Ex-presidente e ex-primeira dama tiveram a doença em outubro de 2020; Trump chegou a ser hospitalizado. ",o ex-presidente unir donald trump e mulher melania vacinar covid-19 janeiro assessor imprensar n segunda-feira 1º receber o dosar casar branco divulgar época informar o vacinar receber – laboratório pfizer moderno – o casal tomar o dosar trump melania covid-19 outubro o ex-presidente chegar o hospitalizar e o ex-primeira-dama sintoma leve e tratar casar o filhar casal baron o doença receber alto trump imune doença o corretar contaminar e covid-19,saúde, 01/03/2021 19h36 , Por G1 ,https://g1.globo.com/mundo/noticia/2021/03/01/trump-e-melania-foram-vacinados-contra-covid-19-em-janeiro-diz-assessor.ghtml
Relator quer permitir saques mensais do FGTS a quem teve salário reduzido  ,,o relator medir provisório autorizar o sacar emergencial r$ 1.045 fgts fundir garantir serviço deputar marcel van hattem novo-rs propor mudança texto trabalhador redução salário suspensão contratar trabalhar direito sacar recurso contar fgts complementar o render texto relator o trabalhador sacar mensalmente equivalente o o necessário recompor salário redução suspensão contratar o sacar correspondente o o salário trabalhador saque mensal fgts seriar permitir durar o redução salário o suspensão contratar trabalhar o governar criar o sacar emergencial fgts apoiar trabalhador n crise causar pandemia coronavírus mp sacar r$ 1.045 fundir acordar calendário seguir o datar nascimento trabalhador,saúde,29/07/2020 14h09 ,Antonio Temóteo,https://economia.uol.com.br/noticias/redacao/2020/07/29/fgts-completar-renda-salario-reduzido-contrato-suspenso.htm
"Alcolumbre retira de pauta, e MP que flexibiliza regras trabalhistas na pandemia perderá validade",Texto passou pela Câmara e precisaria ser aprovado também pelo Senado até o próximo dia 19. Alcolumbre disse que Casa não votará proposta; não houve consenso entre parlamentares.,o presidente senado davi alcolumbre dem-ap decidir n quarta-feira retirar pautar votação casar o medir provisório editar presidente jair bolsonaro flexibilizar regrar trabalhista durante o pandemia coronavírus alcolumbre o texto pautar perder validade dia medir provisório forçar lei publicar diário oficial união precisar aprovar dia virar lei definitivo o mp chegar o aprovar câmara deputar o aval senado perder o efeito alcolumbre decidir retirar o medir pautar votação constatar haver acordar líder partidário o votação projeto,política, 15/07/2020 21h57 ," Por Gustavo Garcia, G1 — Brasília ",https://g1.globo.com/politica/noticia/2020/07/15/alcolumbre-retira-de-pauta-e-mp-sobre-regras-trabalhistas-durante-pandemia-perdera-validade.ghtml
Bolsonaro diz que 'namora' Patriota e quer ser 'autoridade no partido'  ,,"O presidente Jair Bolsonaro (sem partido) disse que deve decidir o seu futuro partido até o mês que vem, mas adiantou que ""namora com um tal de Patriota"" e que deseja ser ""autoridade"" na nova sigla, durante entrevista ao ""Brasil Urgente"", da TV Bandeirantes, na tarde de hoje.""Eu pretendo definir o meu futuro partido em março, mas estou namorando alguns partidos, dentre eles, um tal de Patriota. Agora, eu não posso ir para um partido e não ser autoridade nesse partido. No PSL, eu não era autoridade"", reclamou ele. ""Eu prefiro partido menor, mas o que acontece? Vou conversar [primeiro] com alguns deputados, uns 30, com quem eu tenho contato, que trabalham comigo, para decidir sozinho. Eu vou conversar com eles antes para a gente disputar as eleições"", completou, em seguida. Bolsonaro admitiu que o Patriota, com quem diz estar namorando, e ""não noivo ainda"", tem pouco espaço na televisão e poucos recursos para campanhas. ""O Patriota tem dez segundos de televisão. E fundo partidário praticamente não existe"", ressaltou.",política,08/02/2021 18h11 ,08/02/2021 18h11 ,https://noticias.uol.com.br/politica/ultimas-noticias/2021/02/08/bolsonaro-diz-que-namora-patriota-e-quer-ser-autoridade-no-partido.htm
Mortes por covid-19 na Europa entre maiores de 80 anos cai para seu nível mais baixo  ,,o proporção morte covid-19 europa idoso ano cair o início pandemia representar graça vacinação hoje o diretor regional oms hans kluge o tendência pessoa ano distanciar tendência observar faixar etário o consequência proporção vacinação n alto riscar afirmar hans kluge coletiva imprensar online atenas o seção europa organização mundial saudar início abril registrar o caso preocupante aumentar rápido e contínuo sinal alertar indicar o transmissão diminuir país acrescentar,saúde,15/04/2021 13h23 ,15/04/2021 13h23 ,https://noticias.uol.com.br/saude/ultimas-noticias/afp/2021/04/15/mortes-por-covid-na-europa-entre-maiores-de-80-anos-em-seu-nivel-mais-baixo.htm
A luta para remover do TikTok vídeo de suicídio que viralizou,"As imagens foram vistas por crianças, que se disseram traumatizadas pelo que assistiram.",o site compartilhamento vídeo tiktok retirar ar imagem mostrar homem suicidar o vídeo circular plataforma haver dia surgir originalmente facebook e compartilhar twitter e instagram o tiktok popular jovem — e vestir imagem e ficar traumatizar o app prometer suspender contar reproduzir o vídeo,política, 08/09/2020 13h57 , Por BBC ,https://g1.globo.com/economia/tecnologia/noticia/2020/09/08/a-luta-para-remover-do-tiktok-video-de-suicidio-que-viralizou.ghtml
Maduro suspende toque de recolher fronteiriço por Covid-19 e flexibiliza lockdown,"Desde junho, o presidente da Venezuela aplica um esquema de sete dias de confinamento radical alternados com sete dias de flexibilização.",o presidente venezuelano nicolás madurar anunciar n domingo suspender o tocar recolher impor município fronteiriço o brasil e o colômbio pandemia e flexibilizar quarentenar vigorar dezembro madurar aplicar junho esquema chamar dia confinamento radical obrigar o fechamento comércio exceto supermercado farmácia e estabelecimento considerar essencial alternar dia flexibilização permitir abertura d estabelecimento o retomar janeiro forçar disciplinar e consciência acrescentar pandemia e falso promessa o ninguém o venezuela celebrar domingo eleição legislativo e dia candidato organizar comício multitudinário o distanciamento social inexistente e presente máscara obrigatório,saúde, 29/11/2020 21h24 , Por France Presse ,https://g1.globo.com/bemestar/coronavirus/noticia/2020/11/29/maduro-suspende-toque-de-recolher-fronteirico-por-covid-19-e-flexibiliza-lockdown.ghtml
"Coronavírus: covid-19 já mata mais por dia que a tuberculose, doença infecciosa mais letal do mundo  ",,"o morto dia covid-19 o médio diário morto tuberculose o doença infeccioso letal mundo quarta-feira 1º abril 4,6 morto centrar europeu prevenção e controlo doença ecdc sigla inglês compilar plataforma the world on datar universidade oxford reinar unir n quinta-feira abril haver ultrapassar o marcar morto dia o organização mundial saudar oms o tuberculose matar cercar 1,5 milhão pessoa mundo 4,1 dia disponível precisar ressalvar entanto o covid-19 doença e real letalidade o o pandemia",saúde,02/04/2020 13h29 ,Luis Barrucho,https://noticias.uol.com.br/saude/ultimas-noticias/bbc/2020/04/02/coronavirus-covid-19-ja-mata-mais-por-dia-que-a-tuberculose-doenca-infecciosa-mais-letal-do-planeta.htm
Reportagem do UOL sobre dossiê antifascista recebe prêmio Patrícia Acioli  ,,o reportagem colunista rubens valente uol ação sigiloso governar mirar professorar e policiar antifascista premiar o colocação 9ª edição prêmio patrício acioli direito humano o honrar concedido amaerj associação magistrado rir janeiro o coluna revelar o existência produção dossiê listava servidor público o d ligar o o movimentar policiar antifascismo professorar e ex-secretário nacional o divulgação e o proporção tomar casar o ministério justiçar acionado stf supremo tribunal federal o o analisar o decidir ordenar o encerramento trabalhar levantar informação cidadão justificativo aceitável,política,11/11/2020 17h58 ,Do UOL,https://economia.uol.com.br/noticias/redacao/2020/11/11/reportagem-do-uol-sobre-dossie-antifascista-recebe-premio-patricia-acioli.htm
Trump acusa FDA de reduzir velocidade dos testes de vacina para covid-19  ,,washington reuters o presidente unir donald trump acusar n sábado membro profundar órgão vigilância sanitário food and drug administration fda fornecer evidência trabalhar retardar o testar vacinar covid-19 eleição presidencial novembro postagem twitter trump o profundar fda tornar difícil empresar farmacêutico inscrever pessoa ensaio clínico testar vacinar e terapia o coronavírus o comentário vir o reuters publicar matéria exclusivo quinta-feira alto funcionário fda renunciar o administração trump aprovar vacinar mostrar seguro e eficaz obviamente esperar adiar o respostar novembro concentrar velocidade e salvar vidar escrever trump marcar o comissário fda stephen hahn tuíte,saúde,22/08/2020 14h28 ,22/08/2020 14h28 ,https://noticias.uol.com.br/ultimas-noticias/reuters/2020/08/22/trump-acusa-fda-de-reduzir-velocidade-dos-testes-de-vacina-para-covid-19.htm
Escola de Campinas suspende aulas após surto de covid; MP pede explicação  ,,"O MP-SP (Ministério Público de São Paulo) pediu explicações a dois colégios de Campinas (SP) após ambos suspenderem as aulas presenciais devido a casos de covid-19 entre alunos e funcionários. De acordo com o pedido do promotor Rodrigo Augusto de Oliveira, o Instituto Educacional Jaime Kratz, o Colégio Farroupilha e a Diretoria de Ensino devem informar em até 10 dias detalhes sobre as transmissões e os protocolos de segurança sanitária adotados pelas escolas para prevenção à disseminação do coronavírus. O promotor solicitou ainda que a Vigilância Sanitária faça uma vistoria nas duas escolas, com envio do respectivo relatório ao MP.",saúde,03/02/2021 09h35Atualizada em 03/02/2021 15h10 ,03/02/2021 09h35Atualizada em 03/02/2021 15h10 ,https://noticias.uol.com.br/saude/ultimas-noticias/redacao/2021/02/03/escola-de-campinas-suspende-aulas-apos-surto-de-covid-mp-cobra-explicacoes.htm
Portugal é estimulado a buscar ajuda internacional conforme mortes por covid-19 batem recorde  ,,o governar portugal estimular o transferir paciente covid-19 país n terça-feira conformar morte doença atingir alto recordar e o fornecimento oxigênio hospital região lisboa falhar contar excessivo fatalidade covid-19 horar chegar o o recordar trazer o total país 653.878 caso e 11.012 morte o país o médio semanal caso e morte milhão pessoa acordar o ourworldindata.org o hospital município amador transferir paciente unidade saudar capital noite terça-feira o pressão oxigênio suficiente paciente noto instituição,saúde,26/01/2021 21h12 ,26/01/2021 21h12 ,https://noticias.uol.com.br/ultimas-noticias/reuters/2021/01/26/portugal-e-estimulado-a-buscar-ajuda-internacional-conforme-mortes-por-covid-19-batem-recorde.htm
Cinco fatos que explicam as eleições municipais deste ano  ,,o dia eleição municipal brasil terminar atípico atrasar apuração e resultar lido presidente tribunal superior eleitoral tse problema resultar avançar esquerdo e centrar turno capitar e o derretimento candidato colar o jair bolsonaro principal turno eleição brasil tribunal superior eleitoral tse passar problema durante o horário votação eleitor enfrentar instabilidade o aplicativo e-título o atrapalhar justificativo e o verificação seções eleitoral e novamente horar apuração o divulgação resultar ficar paralisar,política,16/11/2020 04h00Atualizada em 16/11/2020 08h19 ,Carolina Marins,https://noticias.uol.com.br/eleicoes/2020/11/16/cinco-fatos-que-explicam-as-eleicoes-municipais-deste-ano.htm
EUA registram 1.813 mortes causadas pelo coronavírus em 24 horas  ,,o morte causar coronavírus horar unir subir 1.813 hoje o cifrar registrar 1.894 o elevar o total vítima fatal país o 84.059 informação calcular e publicar universidade johns hopkins o país o afetado mundo morte e caso covid-19 e registrar 1.389.935 infectar acordar o centrar baltimore membro família morream decorrência covid-19 unir intervalar dia,saúde,13/05/2020 22h12 ,13/05/2020 22h12 ,https://noticias.uol.com.br/ultimas-noticias/afp/2020/05/13/eua-registra-1813-mortes-por-coronavirus-em-24-horas.htm
Falta de vacinas afeta aplicação da 2ª dose contra Covid em 7 capitais ,Maioria enfrenta esvaziamento no estoque da CoronaVac. Teresina interrompe totalmente a campanha de imunização contra a pandemia.,problema estoque secretariar estadual saudar interromper o aplicação dosar vacinar o covid capitar teresina interromper o vacinação dose vacinar fortalezar interromper o aplicação dose o coronavac o aplicação dosar o vacinar astrazeneca continuar o dosar imunizante d laboratório suspenso portar alegrar o aplicação dosar coronavac suspenso o aplicação dosar o imunizante astrazeneca continuar,saúde, 30/04/2021 17h51 , Por G1 ,https://g1.globo.com/bemestar/vacina/noticia/2021/04/30/falta-de-vacinas-afeta-aplicacao-da-2a-dose-contra-covid-em-6-capitais.ghtml
"Em meio à pandemia, Papa diz que vida é medida pelo amor  ",,celebração domingo ramo início semana santo o papar francisco prestar solidariedade novamente o sofrer e pandemia coronavírus sars-cov-2 e afirmar n o vidar medir amor hoje drama pandemia desmoronar expectativa trair sentir abandonar prender coração jesus o coragem abrir o coração o o amor sentir o consolar deus sustentar o pontífice durante o missar basílica pedrar realizar o presença fiel francisco afirmar pessoa mundo amar o deus e o permanecer o restar passar o drama passar levar o levar o sério o sério o perder trivial o redescobrir o vidar inútil servir o vidar medir amor explicar o santo padrar pedir durante período isolamento domiciliar fiel lembrar sentir encurralar encontrar beco sair luzir sair deus responder lembremo-nos o propagação covid-19 doença provocar coronavírus obrigar o vaticano o realizar mudança drástico semana santo habitualmente reunir milhar pessoa n domingo abrir celebração fiel participar missar ramo mão praça pedrar entanto francisco presidir o cerimônia cardeal diácono e religioso corar reduzir o basílica decorar oliveira e plantar n cenário jorge bergoglio destacar o importância oração atenção o o e permanecer crucifixo medir amor deus deus servir o vidar pedir o graça viver servir procurar contatar sofrer e necessitar pensar n apelar homiliar o papar alusão o o sofrimento interior viver milhar pessoa parecer beco sair e solidão jesus experimentar o abandonar total o situação estranho o solidário conosco mim ti temer declarar,saúde,05/04/2020 09h51 ,05/04/2020 09h51 ,https://noticias.uol.com.br/ultimas-noticias/ansa/2020/04/05/em-meio-a-pandemia-papa-diz-que-vida-e-medida-pelo-amor.htm
Deputado sugere receber à bala presos que ganharem indulto de Natal  ,,o deputar federal licenciar rogério pena mendonça mdb sc sugerir preso receber indultar natal recebido balir o o deixar presídio pena rede social publicar o imagem pistola glock ler o mensagem vir o mim contemplar indultar natal e luzir enviar publicação o parlamentar escrever solução receber casar visitante inesperado indultar natal,política,22/12/2020 19h56 ,André Borges,https://noticias.uol.com.br/ultimas-noticias/agencia-estado/2020/12/22/deputado-sugere-receber-a-bala-presos-que-ganharem-indulto-de-natal.htm
Mortalidade em UTIs públicas para covid-19 é o dobro de hospitais privados  ,,"paciente internar uti unidade terapia intensivo covid-19 o dobrar taxar mortalidade hospital público comparação privar projeto utis brasileiro produzir amib associação medicinar intensivo brasileiro informação colhido 13.941 paciente tratar o coronavírus o taxar mortalidade unidade privar ficar 19,5 hospital público chegar o 38,5 — o índice referente o sair uti 1º março o maio período registrar filar esperar terapia intensivo indicador levantamento ajudar o entender o motivar mortalidade alto pessoa o doença o principal d referente o demorar acesso o serviço aumentar o gravidade paciente chegar tratamento leito terapia intensivo serviço público marcador indicar o gravidade paciente o o chegar uti escorar sofa critério pontuação base avaliação diverso parâmetro paciente casar utis público escorar médio paciente chegar ficar 5,7 quase o dobrar 3,1 paciente redar privar casar d índice gravar",saúde,21/06/2020 04h00 ,Carlos Madeiro,https://noticias.uol.com.br/saude/ultimas-noticias/redacao/2020/06/21/mortalidade-em-utis-publicas-para-covid-19-e-o-dobro-de-hospitais-privados.htm
Litoral de SP: Casos de dengue dificultam trabalho de médicos na pandemia  ,,bastar infecção coronavírus lotar hospital paulo cidade baixar santista litoral paulista caso dengue e chikungunya dificultar o dia o dia médico e enfermeiro unidade saudar o problema principal comedir triagem paciente chegar o posto saudar sintoma dengue e chikungunya transmitir picar insetos família gênero aedes semelhante o sintoma covid-19 doença causar mal-estar febre dor cabeça e dor corpo diretor pronto-socorro municipal cubatão o médico felipe mendes contar comum caso dengue e chikungunya crescer durante o principalmente causar chuva frequente produzir água parar determinar locar mosquito reproduzir,saúde,29/03/2021 04h00 ,Leonardo Martins ,https://noticias.uol.com.br/saude/ultimas-noticias/redacao/2021/03/29/dengue-chikungunya-pandemia-baixada-santista.htm
"Reino Unido deve ter pico de mortes em 'duas ou três semanas', diz governo  ",,sir patrick vallance o principal consultor científico governar reinar unir o país preparar lidar aumentar morte coronavírus o d semana achar semana difícil e aumentar adicional durante coletiva imprensar governar observar o efeito caso comunidade esperar medir vigor causar quedo acentuar infelizmente morte esperar haver diminuição gradual picar vallance prever o vírus atingir o picar semana d acreditar haver lento diminuição morte o reinar unir registrar morte covid-19,saúde,13/04/2020 15h13 ,13/04/2020 15h13 ,https://noticias.uol.com.br/internacional/ultimas-noticias/2020/04/13/reino-unido-deve-ter-pico-de-mortes-em-duas-ou-tres-semanas-diz-governo.htm
Polícia argentina detém 200 pessoas que violaram ordem de isolamento  ,,o polícia argentino prender hoje pessoa violar o ordem isolamento preventivo e obrigatório evitar o propagação coronavírus província buenos aires haver denúncia pessoa fugir quarentenar d o o pessoa detido resistir s autoridade,saúde,20/03/2020 20h15 ,20/03/2020 20h15 ,https://noticias.uol.com.br/internacional/ultimas-noticias/2020/03/20/policia-argentina-detem-200-pessoas-que-violaram-ordem-de-isolamento.htm
Jair Bolsonaro confunde bagunça com atividade  ,,bolsonaro o presidente incompreendido bolsonaro conhecer omisso pensar o capitão revela-se capaz quase exceto decidir pagar o contar render cidadão render brasil e bicar voltar o bolsar família o idear financiar o bondade o maldade congelamento aposentadoria ano receber cartão vermelhar bolsonaro manifestou-se rede social e cercadinho alvorar tropeçar óbvio o o passear twitter postar o auxílio emergencial durar — infelizmente demagogo e comunista o presidente escrever referia-se decertar demagogia e o o comunismo pautar o reação mercar financeiro o rapaziada mercar enxergar ciclismo orçamentário idear bancar o bolsar família beiço precatório e tungando pedaço orçamentar fundeb fundir educacional submeter s regrar teto gasto o governar apresentar nenhum cortar gastar calote e pedalar fiscal bolsonaro avaliar merecer crítico mercar preferir ouvir sugestão lamentar o imprensar apresentar opção atender o milhão desassistir deixar receber o auxílio emergencial janeiro,política,29/09/2020 21h11 ,29/09/2020 21h11 ,https://noticias.uol.com.br/colunas/josias-de-souza/2020/09/29/jair-bolsonaro-confunde-bagunca-com-atividade.htm
Lula diz que Bolsonaro deveria tomar uma sopa feita de cloroquina  ,,o ex-presidente luiz inácio lula silvar sugerir hoje twitter o presidente jair bolsonaro dever tomar sopa feito cloroquina remédio defender governar combater o o coronavírus comprovação científico eficácia tratamento covid-19 virar quantidade remédio o bolsonaro receber eua dever cloroquina comprar sopa e tomar remédio cientista dever impichado o quantidade sandice falir ... escrever lula menção o milhão dose hidroxicloroquina — derivar cloroquina — o brasil receber unir segunda-feira o ministério exterior demonstração solidariedade país lutar o pandemia,saúde,04/06/2020 12h40Atualizada em 06/06/2020 06h14 ,04/06/2020 12h40Atualizada em 06/06/2020 06h14 ,https://noticias.uol.com.br/politica/ultimas-noticias/2020/06/04/lula-diz-que-bolsonaro-deveria-tomar-uma-sopa-feita-de-cloroquina.htm
Casais que enfrentam juntos doenças crônicas,Estudo mostra como marido e mulher lidam com o desafio de formas diferentes,“ riqueza e pobreza saudar e doença ” conhecer voto matrimoniar proferi-los auge juventude diferente enfrentar desafio enfermidade velhice o mostrar estudar realizar universidade michigan pesquisador mergulhar milhar norte-americanos acima ano regularmente entrevistar período compreender e linha investigação o considerar doença administração associar o controlo taxar e o reduzir o riscar cardiovascular diabete e hipertensão o abranger demandar tratamento específico artrite câncer membro casal algum problema necessitar cuidar distinto o cenário chamar “ condição discordante ” o lista incluir medicamento o dieta alimentar especial remédio e exercício o controlo dor n casar dificuldade diário lidar limitação saudar e cônjuge cobrar preço o o longo crescer sintoma depressão o pesquisar detectar marido sair sintoma depressivo grave esposo mulher e homem apresentar quadro grave o depressão agravar o passar ano o psiquiatro courtney polenick liderar o trabalhar precisar atentar intervir o “ o situação complexo o manejar doença diferir o outro janela evitar condição mental piorar ” sugestão o casal procurar atuar conjuntar time apoiar cuidador e familiar estimular mudança estilar vidar objetivo o médico idoso diabete cozinhar e o maridar tratamento câncer próstata restrição alimentar cardápio saudável unir tornar meter bem-estar mulher costumar assumir o liderança manter o saudar físico e mental par o situação complicar enfrentar enfermidade gravar fragilizar acabar o o marido – o levar o apresentar quadrar estresse “ lembrete enfatizar o importância o casal e redar suportar informar o parceiro parceiro e acompanhar atenção o pessoa sair dia o dia ” acrescentar o estudar publicar comedir dezembro “ journals of gerontology seriar b psychological sciences and social sciences ”,ciência, 04/02/2020 06h00 , Rio de Janeiro ,https://g1.globo.com/bemestar/blog/longevidade-modo-de-usar/post/2020/02/04/casais-que-enfrentam-juntos-doencas-cronicas.ghtml
Bruno Covas engrossa coro contra o racismo e destaca desigualdade no Brasil  ,,o prefeito paulo brunir cova psdb-sp engrossar o corar o racismo mundo o assassinato ex-segurança george floyd policial branco minneapolis semana passar mobilizar personalidade e autoridade mundo tornar temer cova lembrar assassinato menino joão pedrar rir janeiro jovem ano morto polícia operação gonçalo maio,saúde,03/06/2020 15h26 ,03/06/2020 15h26 ,https://noticias.uol.com.br/videos/2020/06/03/bruno-covas-engrossa-coro-contra-o-racismo-e-destaca-desigualdade-no-brasil.htm
Comissão do Senado pede a ministra informações sobre rebanhos no Pantanal  ,,"A comissão do Senado que acompanha as ações de enfrentamento às queimadas no Pantanal pediu hoje que a ministra da Agricultura, Tereza Cristina, preste informações sobre rebanhos no bioma. Um requerimento nesse sentido foi apresentado pelo presidente do colegiado, senador Wellington Fagundes (PL-MT), e aprovado pela manhã. O requerimento não fala em convite ou convocação, ou seja, que a ministra fale à comissão em videoconferência ou presencialmente. Ela já participou de audiência com os senadores em 9 de outubro. Na ocasião, defendeu que o boi é o ""bombeiro do Pantanal"" e que, se tivesse mais gado no bioma, os incêndios poderiam ser menores do que os deste ano, situação que classificou como ""desastre"". O pedido de hoje pede que a ministra forneça dados sobre a evolução do rebanho bovino no Pantanal, de 1991 até 2020, nos municípios mato-grossenses de Barão de Melgaço, Cáceres, Poconé, Nossa Senhora do Livramento e Santo Antônio de Leverger.",política,30/10/2020 10h39 ,Luciana Amaral,https://noticias.uol.com.br/meio-ambiente/ultimas-noticias/redacao/2020/10/30/comissao-do-senado-pede-a-ministra-informacoes-sobre-rebanhos-no-pantanal.htm
Bundesliga planeja retorno em maio e encerrar campeonato até junho  ,,o bundesliga pretender retomar o temporada futebol alemão maio o idear apresentar reunião times principal divisão campeonato alemão n semana times voltar o treinar observar protocolo locar saudar pensar retornar o ligar suspenso março virtude pandemia global coronavírus o diretor-chefe bundesliga christian seifert declarar o idear jogo acontecer estádio vazio e torneio encerrar o junho jogar portão fechar medir segurança limitar o pessoa trabalhar jogo cálculo organização seriar liberar pessoa profissional jogador e gandulo,saúde,08/04/2020 15h09 ,08/04/2020 15h09 ,https://www.uol.com.br/esporte/futebol/ultimas-noticias/2020/04/08/bundesliga-quer-retornar-em-maio-e-encerrar-campeonato-ate-junho.htm
